,textOriginal,date,likeCount,year,popularity,time
11292,roxanne kami <U+06CC><U+0639><U+0646><U+06CC> <U+062E><U+0627><U+0627><U+0627><U+0627><U+0627><U+06A9> <U+062A><U+0648> <U+0633><U+0631><U+062A> <U+06A9><U+0647> <U+0641><U+06A9><U+0631> <U+0645><U+06CC><U+06A9><U+0646><U+06CC> <U+06A9><U+0644><U+0645><U+0647> <U+0627><U+062E><U+062A><U+0631><U+0627><U+0639> <U+06A9><U+0631><U+062F><U+0645> <U+062E><U+062E><U+062E><U+062E><U+062E> <U+0648><U+0627><U+0627><U+0627><U+0627><U+0627><U+0627><U+06CC> <U+06CC><U+0639><U+0646><U+06CC> <U+06A9><U+0627><U+0645><U+0644> <U+0631><U+06CC><U+062F><U+06CC> <U+0647><U+0645><U+0648><U+0646><U+0637><U+0648><U+0631> <U+06A9><U+0647> <U+0646><U+0641><U+0647><U+0645><U+06CC><U+062F><U+06CC> village idiot <U+0686><U+06CC><U+0647>,2018/4/24,0,2018,normal,4
11293,omid reza  <U+0647><U+0645><U+064A><U+0646><U+0643><U+0647> <U+0645><U+0639><U+0646><U+064A><U+0647> <U+0642><U+0627><U+0645><U+0648><U+0633> <U+0631><U+0648> <U+0646><U+0645><U+064A><U+062F><U+0648><U+0646><U+064A> <U+0648> <U+0643><U+0644><U+0645><U+0647> <U+0627><U+064A> <U+062C><U+062F><U+064A><U+062F> <U+0628><U+0646><U+0627><U+0645> <U+0642><U+0627><U+0645><U+0648><U+0633><U+0646><U+0627><U+0645><U+0647> <U+0627><U+062E><U+062A><U+0631><U+0627><U+0639> <U+0645><U+064A><U+0643><U+0646><U+064A> <U+0645><U+0634><U+062E><U+0635><U+0647> <U+0633><U+0637><U+062D> <U+0633><U+0648><U+0627><U+062F><U+062A> <U+0686><U+0642><U+062F><U+0631><U+0647>  <U+062E><U+0627><U+0643> <U+0628><U+0631> <U+0633><U+0631><U+062A> <U+0628><U+0631><U+0648> <U+062E><U+062F><U+0627> <U+0631><U+0648><U+0632><U+064A><U+062A><U+0648> <U+062C><U+0627><U+064A> <U+0630><U+064A><U+06AF><U+0647> <U+0628><U+062F><U+0647>,2018/4/23,0,2018,normal,4
11294,maze akaikamiyou know nothing dipshityou are a totally clueless ignoramus,2018/4/23,0,2018,normal,4
11295,streetwalkin ive forgotten more than youll ever know,2018/4/23,0,2018,normal,4
11296,maze akaikamigo away ignorant child you know nothing about these subjects,2018/4/23,0,2018,normal,4
11297,so true,2018/4/25,0,2018,normal,4
11298,why russo phobia then ,2018/4/25,0,2018,normal,4
11299,they will sell and install more and more s in the region because putin is really nice and neat and smart  h a ha ha,2018/4/25,0,2018,normal,4
11300,cbs has not grammatical knowledge,2018/4/24,0,2018,normal,4
11301,fish bait  russia dont want to see their women get slaughter,2018/4/23,0,2018,normal,4
11302,where that big giant missile go  i though it was made for  chicago,2018/4/23,0,2018,normal,4
11303,no one of importance and a figure in the dark america government financed rebels in syria aka terrorsits armed them aswell to take down a government in a state where  they shouldnt even put a foot in  oh you ask why america would do that ahahah let me tell you you stupid goat syria is in the center of the biggest gas source in the entire world,2018/4/23,0,2018,normal,4
11304,maze akaikami hahaha i took you seriously anyways good luck to you america gov needs stupid people like you who thinks that a one time liar may not lie again even if the argument made is in the same line go ahead send your son and daughter to destroy another country fool,2018/4/23,0,2018,normal,4
11305,no im highly intelligent because i do my own research and dont rely on a single source to tell me whats happening im highly intelligent because unlike you i dont blindly believe conspiracies any more than i blindly believe the politically biased news agencies also the entire weapons of mass destruction argument has been run into the ground and really doesnt work in your favor the entire idea of they lied once so they must always be lying is complete and utter nonsense and why you think thats a rational argument is beyond me  im highly intelligent because idiots like you set the bar so low i cant help but be a genius by comparison,2018/4/23,0,2018,normal,4
11306,maze akaikami so you are very smart because you believe the media and not suspect it keep it up they will tell you that some x country has weapons of mass destruction to invade that country later nothing will be found out in that country you will continue to believe them even if they tell you horse is a donkey yes you are very smart appreciate your intelligence,2018/4/23,0,2018,normal,4
11307,mind of an empath thanks for reminding me not get to leave syria if they cant respond to you say you want to take somebody protect them or leave them alone then its the principle,2018/4/26,0,2018,normal,4
11308,they still havent changed it ,2018/4/24,0,2018,normal,4
11309,i miss the moab,2018/4/26,1,2018,normal,4
11310,strike was cosmetic at best conservatives talk a good game but  no real  action scared to death of  russia and chinapussies,2018/4/25,0,2018,normal,4
11311,fuck trupm,2018/4/25,0,2018,normal,4
11312,americainvasion,2018/4/25,0,2018,normal,4
11313,i wonder who wrote the scripture he is mumbling out you can hear his brain struggling with it,2018/4/25,0,2018,normal,4
11314,,2018/4/25,0,2018,normal,4
11315, million to try to stop us thinking about stormy cohen mcdougal manafort urination and money laundering,2018/4/25,0,2018,normal,4
11316,i like president trump but i think this was a mistake assad didnt make this chemical attack why would he  his forces were on the verge of winning the rebels made this attack on civilians they regard as human shields if the rebels are as noble as the media make out why are they hiding behind women and children they should surrender but they wont because they are al quaeda and isis now the coalition are being used as al quaedas airforce,2018/4/24,0,2018,normal,4
11317,hitler was right is right will be right unless we eradicate them now once and for all,2018/4/23,1,2018,normal,4
11318,assad did no such thing and you know it trump the people that voted for you feel betrayed with this open act of dishonesty the people know the truth,2018/4/23,0,2018,normal,4
11319,jeffery stevenson a question for you who decided that us and the west can contain large amount of chemical weapons in their storage but no other country that is not on their side must destroy theirs why are they allowed to use it in asia middle east africa and nobody punishes them for using its so ridiculous and i get so annoyed when i see people like you who have no idea what is happening in the world and still spread their opinions to people who are stupid and listen the main reason why us uk and france shot the rackets in the recent attack is to destroy the evidence of western chemical weapons used by the terrorist funded by usisraeluk etc if they want to protect the syrian people from the government use of chemical as they claim the most stupid thing would be to drop bombs on chemical stations to spread the toxic and kill many many syrians so for that reason they already knew before it did not exist any syrian chemical weapons in the storage because that would be catastrophic we the swedes should have gotten the chance to go in like we did in iraq and show proof you lying us morons are spreading lies again like always shame god will punish you all and all isra¨¦liens like he did before by not giving you a country its a reason for it well done syria russia and iran for not letting them destroy the world,2018/4/25,0,2018,normal,4
11320,jacob zondag yes he launched  cruise missile strikes during his presidency and no casualties so far no ww neocons are fed and happy  all messages sent no response profit,2018/4/25,1,2018,normal,4
11321,weapons of mass destruction was found in iraq  earlier in the gulf war  america was  embarrassed so they said nothing because america was at fault  of unintentionally providing iraq with the means to make them,2018/4/23,0,2018,normal,4
11322,whatsmehere but u have replied,2018/4/23,1,2018,normal,4
11323,hey donald had bone spurs,2018/4/25,0,2018,normal,4
11324,throw this mental old man outwe need good leader,2018/4/25,0,2018,normal,4
11325,is ww happing,2018/4/24,0,2018,normal,4
11326,russia to nuke the shit out of the corrupt america governmentand bomb all us military bases world wide including in the uk,2018/4/23,1,2018,normal,4
11327,sometimes it is felt that both russia  us are jointly playing with the world raising temperature in the front  plan jointly behind the curtains both are bigger weapon suppliers  in every war finally they are going to benefit,2018/4/23,0,2018,normal,4
11328,well i guess trump warning russia its was all planed,2018/4/23,0,2018,normal,4
